Datum melding,Locatie aanval,Provincie,Prooidier,Dood,Gewond,Vermist,Geeuthanaseerd,Totaal aantal dode slachtoffers,Diersoort,Individu,Voldoet aan adviesnorm,Eventuele gebreken, Bedrag uitbetaling 
2-12-23,Dinteloord,Noord-Brabant,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,,€ 254.34
2-12-23,Garderen,Gelderland,Scha(a)p(en),2,,,3,5,wolf,GW2668f,Nee,, € -   
1-12-23,De Kiel,Drenthe,Scha(a)p(en); Geit(en),,,12,,0,wolf,onbekend,Nee,, € -   
30-11-23,Nijensleek,Drenthe,Scha(a)p(en),2,,,7,9,wolf,gemixt profiel,Nee,, € -   
30-11-23,Putten,Gelderland,Scha(a)p(en),3,,,3,6,wolf,GW3425m,Nee,, € -   
29-11-23,Grolloo,Drenthe,Scha(a)p(en),3,1,,,3,wolf,onbekend,Nee,, € -   
29-11-23,Steggerda,Fryslân,Scha(a)p(en),1,,,,1,vermoedelijk wolf,onbekend,Nee,,€ 210.03
28-11-23,Breda,Noord-Brabant,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,, € -   
28-11-23,Elsloo,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW3812m,Nee,,€ 270.30
27-11-23,Zwiggelte,Drenthe,Rund(eren),1,,,,1,wolf,GW3011f,Nee,, € -   
27-11-23,Zandhuizen,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW3815f,Nee,,€ 270.03
26-11-23,Elsloo,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW3813m,Nee,,€ 270.03
26-11-23,Nijkerk,Gelderland,Scha(a)p(en),2,,,,2,wolf,GW3425m,Nee,,€ 411.83
25-11-23,Kallenkote,Overijssel,Scha(a)p(en),13,3,0,3,16,vermoedelijk wolf,onbekend,Nee,,"€ 2,686.23"
24-11-23,Oldeberkoop,Fryslân,Scha(a)p(en),4,2,,4,8,wolf,GW2090f,Nee,,"€ 2,049.53"
24-11-23,Makkinga,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW3813m?,Nee,,€ 270.03
23-11-23,Weiteveen,Drenthe,Scha(a)p(en),1,,,,1,vermoedelijk wolf,onbekend,Nee,,€ 326.74
22-11-23,Koekange,Drenthe,Scha(a)p(en),2,2,,,2,wolf,GW3152m,Nee,,€ 735.58
22-11-23,Meerveld,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW998f,Nee,,€ 230.03
21-11-23,Koekange,Drenthe,Scha(a)p(en),3,,,,3,wolf,GW3152m,Nee,,€ 878.50
20-11-23,Makkinga,Fryslân,Scha(a)p(en),,1,,1,1,wolf,onbekend,Nee,, € -   
20-11-23,Putten,Gelderland,Scha(a)p(en),1,1,,,1,wolf,GW3425m,Nee,,€ 721.86
20-11-23,Makkinga,Fryslân,Scha(a)p(en),2,1,,,2,wolf,GW2090f?,Nee,,€ 742.54
20-11-23,Dwingeloo,Drenthe,Scha(a)p(en),11,,,1,12,wolf,onbekend,Nee,,"€ 3,405.45"
19-11-23,Oldeberkoop,Fryslân,Scha(a)p(en),1,,,,1,vermoedelijk wolf,onbekend,Nee,, € -   
19-11-23,Steyl,Limburg,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,,€ 108.94
16-11-23,Putten,Gelderland,Scha(a)p(en),1,2,,,1,wolf,GW3425m,Nee,,€ 796.23
16-11-23,Uddel,Gelderland,Scha(a)p(en),,1,,,0,wolf,GW3814f,Nee,,
15-11-23,Oldeberkoop,Fryslân,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,,€ 210.03
15-11-23,Putten,Gelderland,Scha(a)p(en),2,4,,,2,wolf,GW3425m,Nee,,€ 931.87
12-11-23,Makkinga,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW3812m,Nee,,€ 210.03
12-11-23,Oldeberkoop,Fryslân,Scha(a)p(en),5,,,1,6,wolf,GW3812m,Nee,,"€ 1,311.26"
12-11-23,Makkinga,Fryslân,Scha(a)p(en),1,1,,,1,wolf,gemixt profiel,Nee,, € -   
11-11-23,Wapserveen,Drenthe,Scha(a)p(en),2,1,,,2,wolf,GW3815f,"Ja, maar",schaap was door het raster gevlucht,€ 690.09
10-11-23,Putten,Gelderland,Scha(a)p(en),1,2,,,1,wolf,GW3816f,Nee,, € -   
10-11-23,Laag-Keppel,Gelderland,Scha(a)p(en),2,1,,,2,wolf,GW3645m,Nee,,€ 693.63
9-11-23,Ede,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW2435m,Nee,,€ 326.74
8-11-23,Ede,Gelderland,Scha(a)p(en),2,,,,2,wolf,GW2435m,Nee,,€ 411.83
7-11-23,Elsloo,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW3813m,Nee,,€ 513.46
7-11-23,Nijkerk,Gelderland,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,,€ 201.68
7-11-23,Kallenkote,Overijssel,Scha(a)p(en),5,1,2,1,6,wolf,GW3152m,Nee,,"€ 1,693.60"
7-11-23,Uffelte,Drenthe,Scha(a)p(en),1,,,,1,wolf,gemixt profiel,Nee,,€ 270.03
7-11-23,Angerlo,Gelderland,Scha(a)p(en),,2,,,0,wolf,GW3645m,Nee,,€ 783.04
7-11-23,Ede,Gelderland,Scha(a)p(en),2,,,1,3,wolf,GW2435m,Nee,,€ 805.26
6-11-23,Oldeberkoop,Fryslân,Scha(a)p(en),2,,,,2,wolf,GW3812m,Nee,,€ 573.63
6-11-23,Elsloo,Fryslân,Scha(a)p(en),2,,,3,5,wolf,GW2090f,Nee,,"€ 1,385.45"
5-11-23,Elsloo,Fryslân,Scha(a)p(en),,,,2,2,wolf,GW3152m,Nee,,€ 579.01
5-11-23,Ermelo,Gelderland,Geit(en),,,,1,1,wolf,GW2668f,Nee,,€ 233.13
4-11-23,Oldeberkoop,Fryslân,Scha(a)p(en),2,,,3,5,wolf,GW3812m,Nee,,"€ 1,369.06"
3-11-23,Langbroek,Utrecht,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,,€ 185.03
3-11-23,Elsloo,Fryslân,Scha(a)p(en),2,,1,,2,wolf,GW2397m; GW3815f,Nee,,"€ 1,269.71"
3-11-23,Marum,Groningen,Scha(a)p(en),1,,,,1,vermoedelijk wolf,onbekend,Nee,,€ 175.03
3-11-23,Elsloo,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW3812m,Nee,,€ 270.03
3-11-23,Odoorn,Drenthe,Scha(a)p(en),3,,,2,5,wolf,gemixt profiel,Nee,,"€ 2,991.79"
3-11-23,Elsloo,Fryslân,Scha(a)p(en),4,,,,4,wolf,GW2090f,Nee,,€ 995.43
3-11-23,Vinkega,Fryslân,Scha(a)p(en),1,2,,1,2,vermoedelijk wolf,onbekend,Nee,, € -   
2-11-23,Oldeberkoop,Fryslân,Scha(a)p(en),2,1,,1,3,wolf,GW3813m,Nee,,"€ 1,020.47"
1-11-23,Oldeberkoop,Fryslân,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,,€ 220.03
1-11-23,Oldeberkoop,Fryslân,Scha(a)p(en),2,,,,2,wolf,GW3152m,"Ja, maar",afrastering lag gedeeltelijk scheef,"€ 1,928.63"
1-11-23,Heerde,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW2666f,Nee,,€ 295.03
1-11-23,Appelscha,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW2397m,Nee,,€ 319.44
31-10-23,Woudenberg,Utrecht,Scha(a)p(en),3,4,,,3,wolf,GW3425m,Nee,,"€ 1,657.18"
31-10-23,Elsloo,Fryslân,Scha(a)p(en),2,1,,,2,wolf,GW3152m,Nee,,€ 711.68
31-10-23,Oldeberkoop,Fryslân,Scha(a)p(en),2,2,,,2,wolf,onbekend,Nee,,€ 562.86
30-10-23,Oldeberkoop,Fryslân,Scha(a)p(en),4,,,2,6,wolf,GW3152m,Nee,,"€ 1,329.29"
29-10-23,Boschoord,Drenthe,Scha(a)p(en),7,4,,,7,wolf,GW3152m,Ja,,"€ 2,045.86"
29-10-23,Vledder,Drenthe,Scha(a)p(en),1,2,,,1,wolf,GW3152m,Nee,,€ 254.34
29-10-23,Elp,Drenthe,Koe(ien),1,,,,1,wolf,gemixt profiel,Nee,,€ 650.00
27-10-23,Oosterwolde,Fryslân,Scha(a)p(en),11,2,,2,13,wolf,GW3152m,Nee,,"€ 3,305.19"
25-10-23,Noordwolde,Fryslân,Scha(a)p(en),2,,,,2,wolf,GW3152m,Nee,,€ 781.86
25-10-23,Veenhuizen,Drenthe,Scha(a)p(en),1,,4,,1,wolf,onbekend,Nee,,€ 990.03
23-10-23,Sint Anthonis,Noord-Brabant,Scha(a)p(en),4,4,,,4,wolf,GW3810f,Nee,,"€ 1,513.81"
22-10-23,Langbroek,Utrecht,Scha(a)p(en),3,,,,3,wolf,GW3425m?,Nee,,€ 753.63
21-10-23,Elspeet,Gelderland,Scha(a)p(en),1,1,,,1,wolf,GW2668f,Nee,,€ 533.01
20-10-23,Uddel,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW2668f,Nee,,€ 199.84
19-10-23,Hoog Soeren,Gelderland,Scha(a)p(en),2,,,,2,wolf,GW3155m,Ja,,€ 431.83
19-10-23,Wapserveen,Drenthe,Pink(en),2,,,,2,wolf,GW3152m; gemixt profiel,Nee,,"€ 1,696.42"
19-10-23,Ermelo,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW2668f,Nee,,€ 230.03
18-10-23,Otterlo,Gelderland,Scha(a)p(en),2,,,,2,wolf,onbekend,Nee,,  
17-10-23,Weiteveen,Drenthe,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,,€ 243.44
17-10-23,Emst,Gelderland,Scha(a)p(en),5,1,,,5,wolf,GW998f,Nee,,"€ 1,266.59"
17-10-23,Zwartemeer,Drenthe,Scha(a)p(en),4,8,1,1,5,wolf,GW3647f,Nee,,"€ 2,067.19"
17-10-23,Uddel,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW2668f,Nee,,€ 251.66
16-10-23,Klazienaveen,Drenthe,Geit(en),,,,1,1,wolf,GW3647f,Nee,,€ 263.79
15-10-23,Weiteveen,Drenthe,Scha(a)p(en),3,1,,,3,wolf,GW3647f,Nee,,"€ 1,083.53"
12-10-23,Ermelo,Gelderland,Geit(en),1,,,1,2,wolf,GW2668f,Nee,,€ 267.31
7-10-23,Uddel,Gelderland,Scha(a)p(en),1,,,2,3,wolf,GW2668f,Nee,,€ 938.95
5-10-23,Elsloo,Fryslân,Scha(a)p(en),2,,,2,4,wolf,GW2090f,Nee,,€ 994.66
4-10-23,Elsloo,Fryslân,Scha(a)p(en),2,,,,2,wolf,GW2090f,Nee,,€ 633.63
4-10-23,Makkinga,Fryslân,Scha(a)p(en),,,,2,2,wolf,GW2090f?,Nee,,€ 585.86
4-10-23,Uddel,Gelderland,Scha(a)p(en),2,,,1,3,wolf,GW2668f,Nee,,€ 690.06
3-10-23,Smilde,Drenthe,Scha(a)p(en),1,,,,1,wolf,GW2397m,Nee,,€ 270.03
30-09-23,Wapserveen,Drenthe,Scha(a)p(en),,,,1,1,wolf,GW2090f,Ja,,€ 331.80
30-09-23,Woudenberg,Utrecht,Scha(a)p(en),5,2,,3,8,wolf,GW3425m,Nee,,"€ 1,649.30"
27-09-23,Veenhuizen,Drenthe,Scha(a)p(en),6,4,,1,7,wolf,GW3152m?,Nee,,"€ 2,824.46"
27-09-23,Oldeberkoop,Fryslân,Scha(a)p(en),1,2,,,1,wolf,GW2090f,Nee,,€ 390.78
27-09-23,Elspeet,Gelderland,Scha(a)p(en),1,,,1,2,wolf,GW2668f,Nee,,€ 546.69
25-09-23,Coevorden,Drenthe,Paard(en),,1,,,0,wolf,onbekend,Nee,, € -   
24-09-23,Elspeet,Gelderland,Scha(a)p(en),1,1,,,1,wolf,GW2668f,Nee,,€ 213.24
24-09-23,Elspeet,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW893m,Nee,,€ 254.34
24-09-23,Elspeet,Gelderland,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,,€ 270.03
24-09-23,Epe,Gelderland,Scha(a)p(en),1,,,,1,vermoedelijk wolf,onbekend,Nee,,€ 254.34
23-09-23,Appelscha,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW2397m,Nee,,€ 230.03
23-09-23,Uddel,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW2668f?,Nee,,€ 199.84
22-09-23,Vledder,Drenthe,Scha(a)p(en),3,,,2,5,wolf,GW2090f; GW3152m; gemixt profiel,Nee,,"€ 1,402.07"
22-09-23,Uddel,Gelderland,Scha(a)p(en),4,1,,2,6,wolf,GW893m; gemixt profiel,Nee,,"€ 1,619.98"
21-09-23,Emst,Gelderland,Scha(a)p(en),1,1,,,1,wolf,GW3238m,Nee,,€ 634.47
21-09-23,Emst,Gelderland,Scha(a)p(en),2,2,,,2,wolf,GW893m,Nee,,€ 770.13
21-09-23,Emst,Gelderland,Scha(a)p(en),2,,,3,5,wolf,GW893m; GW998f; gemixt profiel,Nee,,"€ 1,185.02"
20-09-23,Oldeberkoop,Fryslân,Scha(a)p(en),2,4,,1,3,wolf,GW2397m; gemixt profiel,Nee,,€ 881.03
19-09-23,Boijl,Fryslân,Scha(a)p(en),3,,,2,5,wolf,GW3152m,Nee,,"€ 1,037.37"
19-09-23,Ermelo,Gelderland,Scha(a)p(en),2,1,,,2,wolf,GW2668f,Nee,,€ 862.17
18-09-23,Emst,Gelderland,Scha(a)p(en),3,,,,3,wolf,GW3238m,Nee,,€ 483.63
18-09-23,Uddel,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW2668f,Nee,,€ 254.34
18-09-23,Emst,Gelderland,Scha(a)p(en),6,1,,3,9,wolf,GW3155m; gemixt profiel,Nee,,"€ 1,677.89"
17-09-23,Ravenswoud,Fryslân,Scha(a)p(en),2,,,5,7,wolf,GW2090f,Nee,,"€ 2,783.32"
17-09-23,Emst,Gelderland,Scha(a)p(en),,5,,,0,wolf,GW893m; GW3238m,Nee,,"€ 1,889.71"
16-09-23,Hilversum,Noord-Holland,Schotse Hooglander,1,,,,1,wolf,GW3237m,Nee,,€ 698.68
16-09-23,Uddel,Gelderland,Scha(a)p(en),2,,,,2,wolf,onbekend,Nee,,€ 431.83
15-09-23,Langbroek,Utrecht,Scha(a)p(en),3,,,,3,vermoedelijk wolf,onbekend,Nee,,€ 633.63
14-09-23,Schalkwijk,Utrecht,Scha(a)p(en),3,2,,,3,wolf,GW3425m,Nee,,€ 553.63
14-09-23,Elspeet,Gelderland,Pony('s),1,,,,1,wolf,GW2668f,Nee,,€ 261.67
14-09-23,Kallenkote,Overijssel,Scha(a)p(en),1,0,0,1,2,vermoedelijk wolf,onbekend,Nee,,€ 730.92
14-09-23,Epe,Gelderland,Scha(a)p(en),7,,1,1,8,wolf,GW893m; gemixt profiel,Nee,,"€ 1,855.69"
14-09-23,Uddel,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW2668f,Nee,,€ 254.34
14-09-23,Uddel,Gelderland,Scha(a)p(en),1,,,1,2,wolf,GW2668f,Nee,,€ 529.63
13-09-23,Vledder,Drenthe,Scha(a)p(en),3,,,,3,wolf,GW2090f; GW2397m; gemixt profiel,Nee,,"€ 1,235.43"
13-09-23,Ermelo,Gelderland,Scha(a)p(en),1,,,1,2,wolf,GW2668f,Nee,,€ 666.97
13-09-23,Schoonloo,Drenthe,Pink(en),1,,,,1,wolf,gemixt profiel,Nee,,€ 928.58
12-09-23,Dwingeloo,Drenthe,Scha(a)p(en),2,1,,,2,wolf,GW2397m,Nee,,"€ 1,093.73"
12-09-23,Follega,Fryslân,Scha(a)p(en),1,4,,,1,wolf,onbekend,Nee,,"€ 1,234.37"
12-09-23,Ermelo,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW2668f,Nee,,€ 180.03
11-09-23,Elspeet,Gelderland,Scha(a)p(en),2,,,3,5,wolf,GW2668f,Nee,,"€ 1,180.75"
11-09-23,Kallenkote,Overijssel,Scha(a)p(en),3,1,0,0,3,wolf,GW2397m,Nee,,€ 753.63
10-09-23,Langbroek,Utrecht,Scha(a)p(en),1,,,,1,wolf,GW3425m,Nee,,€ 230.03
10-09-23,Wittelte,Drenthe,Pink(en),,,,1,1,wolf,GW3152m,Nee,,€ 975.57
9-09-23,Driebergen-Rijsenburg,Utrecht,Scha(a)p(en),9,1,1,2,11,wolf,onbekend,Nee,,"€ 2,275.23"
9-09-23,Vledder,Drenthe,Scha(a)p(en),3,1,,3,6,wolf,GW3152m,Nee,,"€ 1,725.47"
8-09-23,Elspeet,Gelderland,Scha(a)p(en),4,,,,4,wolf,GW3238m?; gemixt profiel,Nee,,€ 694.69
6-09-23,Wittelte,Drenthe,Koe(ien),,,,1,1,wolf,GW3152m,Nee,,"€ 1,977.34"
6-09-23,Elspeet,Gelderland,Scha(a)p(en),2,1,,,2,wolf,GW2668f,Nee,,€ 750.24
6-09-23,Dwingeloo,Drenthe,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,,€ 205.03
5-09-23,Oldeberkoop,Fryslân,Scha(a)p(en),1,,4,,1,wolf,GW3152m,Nee,,€ 790.03
5-09-23,Driebergen-Rijsenburg,Utrecht,Scha(a)p(en),9,4,9,,9,wolf,GW3237m,Nee,,"€ 2,199.83"
5-09-23,Elspeet,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW2668f,Nee,,€ 254.34
5-09-23,Elspeet,Gelderland,Scha(a)p(en),1,,,,1,wolf,GW2668f,Nee,,€ 230.03
5-09-23,Elspeet,Gelderland,Scha(a)p(en),1,2,,,1,wolf,GW2668f,Nee,,€ 254.33
4-09-23,Darp,Drenthe,Scha(a)p(en),2,,,5,7,wolf,GW2090f; GW2397m?,"Ja, maar",Afrastering op twee plekken beschadigd. Eén paal geheel los.,"€ 2,257.20"
3-09-23,Doldersum,Drenthe,Scha(a)p(en),13,,,,13,wolf,GW3152m,Nee,,"€ 2,601.63"
3-09-23,Kallenkote,Overijssel,Scha(a)p(en),3,,,1,4,wolf,GW2397m; GW3152m; gemixt profiel,Nee,,"€ 1,057.15"
3-09-23,Kallenkote,Overijssel,Scha(a)p(en),3,0,2,1,4,wolf,GW2397m,Nee,,"€ 1,537.20"
3-09-23,Ermelo,Gelderland,Scha(a)p(en),1,,,2,3,wolf,GW2668f,Nee,,€ 578.59
2-09-23,Boijl,Fryslân,Minipaard,1,0,0,0,1,wolf,GW2397m,Nee,,"€ 1,351.67"
1-09-23,Uddel,Gelderland,Scha(a)p(en),2,1,0,0,2,vermoedelijk wolf,onbekend,Nee,,€ 411.83
1-09-23,Ermelo,Gelderland,Scha(a)p(en),4,0,0,2,6,wolf,GW2668f,Nee,,"€ 1,066.38"
31-08-23,Elspeet,Gelderland,Scha(a)p(en),1,0,0,2,3,wolf,GW2668f,Nee,,€ 575.64
30-08-23,Kallenkote,Overijssel,Scha(a)p(en),2,0,0,0,2,wolf,GW3541m,Nee,,€ 511.83
30-08-23,Appelscha,Fryslân,Scha(a)p(en),3,5,0,6,9,wolf,GW3152m,Nee,,"€ 1,801.33"
30-08-23,Wapserveen,Drenthe,Scha(a)p(en),1,0,0,2,3,wolf,GW2397m,Nee,,€ 772.72
29-08-23,Ermelo,Gelderland,Scha(a)p(en),0,1,0,3,3,wolf,GW2668f?,Nee,,"€ 1,386.92"
28-08-23,Elspeet,Gelderland,Scha(a)p(en),2,1,0,1,3,wolf,GW2668f,Nee,,€ 856.65
28-08-23,Witteveen,Drenthe,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 179.41
28-08-23,Emst,Gelderland,Scha(a)p(en),3,0,0,1,4,wolf,GW998f,Nee,,€ 502.05
27-08-23,Elspeet,Gelderland,Scha(a)p(en),2,2,0,3,5,wolf,GW2668f?,Nee,,"€ 1,253.02"
26-08-23,Elsloo,Fryslân,Scha(a)p(en),1,1,2,1,2,wolf,GW3152m,Nee,,€ 955.52
26-08-23,Uddel,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,GW893m; gemixt profiel,Nee,,€ 199.84
25-08-23,Uddel,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 199.84
25-08-23,Elsloo,Fryslân,Scha(a)p(en),1,0,0,1,2,wolf,GW2090f,Nee,,€ 540.10
23-08-23,Appelscha,Fryslân,Scha(a)p(en),4,0,0,2,6,wolf,GW2397m,Nee,,"€ 1,252.31"
22-08-23,Appelscha,Fryslân,Scha(a)p(en),1,0,0,0,1,wolf,GW2397m,Nee,,€ 230.03
22-08-23,Ermelo,Gelderland,Scha(a)p(en),1,3,0,0,1,wolf,GW2668f?,Nee,,€ 626.75
19-08-23,Boijl,Fryslân,Scha(a)p(en),1,,,,1,wolf,GW2397m,Nee,,€ 180.03
17-08-23,Fochteloo,Fryslân,Scha(a)p(en),1,2,,4,5,wolf,GW2397m; gemixt profiel,Nee,,"€ 1,556.90"
16-08-23,Ermelo,Gelderland,Scha(a)p(en),4,,,1,5,wolf,GW2668f,Nee,,"€ 1,078.28"
15-08-23,Jubbega,Fryslân,Koe(ien),1,,,,1,wolf,GW3152m,Nee,,"€ 1,448.68"
15-08-23,Ermelo,Gelderland,Scha(a)p(en),5,2,,3,8,wolf,GW2668f,Nee,,"€ 1,690.49"
14-08-23,Kallenkote,Overijssel,Scha(a)p(en),2,0,1,0,2,wolf,onbekend,Nee,,€ 631.83
13-08-23,Vledder,Drenthe,Scha(a)p(en),1,,,1,2,wolf,GW2397m,Nee,,€ 587.52
12-08-23,Appelscha,Fryslân,Scha(a)p(en),2,,1,,2,wolf,GW2397m,Nee,,€ 511.83
10-08-23,Ermelo,Gelderland,Scha(a)p(en),2,2,1,,2,wolf,GW2668f,Nee,,€ 952.45
9-08-23,Kallenkote,Overijssel,Scha(a)p(en),8,0,0,8,16,wolf,GW2397m; GW3152m,Nee,,"€ 4,337.18"
7-08-23,Peize,Drenthe,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,,€ 435.03
7-08-23,Noordwolde,Fryslân,Scha(a)p(en),2,1,,,2,wolf,GW2090f,Nee,,€ 425.46
7-08-23,Elsloo,Fryslân,Scha(a)p(en),,,,2,2,wolf,GW2397m,Nee,,€ 585.61
4-08-23,Vledderveen,Drenthe,Koe(ien),1,,,,1,wolf,onbekend,Nee,,€ 848.68
4-08-23,Dwingeloo,Drenthe,Scha(a)p(en),1,,,,1,wolf,GW2397m,Nee,,€ 230.03
3-08-23,Dwingeloo,Drenthe,Scha(a)p(en),2,,,,2,wolf,GW2397m,Nee,,€ 431.83
3-08-23,Boijl,Fryslân,Pony('s),1,,,,1,wolf,onbekend,Nee,,€ 588.67
1-08-23,Elp,Drenthe,Veulen,,,,1,1,vermoedelijk wolf,onbekend,Nee,,"€ 5,684.02"
31-07-23,Wittelte,Drenthe,Scha(a)p(en),1,,,,1,wolf,GW2397m,Nee,,€ 230.03
28-07-23,Appelscha,Fryslân,Scha(a)p(en); Geit(en),1,1,,,1,wolf,GW2397m,Nee,,€ 426.87
25-07-23,Wateren,Drenthe,Scha(a)p(en),2,,,3,5,wolf,GW2397m,Nee,,"€ 1,982.57"
25-07-23,Boijl,Fryslân,Scha(a)p(en),2,1,,,2,wolf,onbekend,Nee,,€ 474.51
18-07-23,Eesveen,Overijssel,Scha(a)p(en),3,0,0,1,4,wolf,onbekend,Nee,,"€ 1,056.96"
17-07-23,Wapserveen,Drenthe,Scha(a)p(en),5,6,,,5,wolf,onbekend,"Ja, maar",Gat aan de onderkant van 30 cm,"€ 1,638.93"
16-07-23,Wittelte,Drenthe,Scha(a)p(en),4,3,,,4,wolf,GW2397m; GW3152m,Nee,,€ 612.35
13-07-23,Vledder,Drenthe,Scha(a)p(en),4,,,,4,wolf,GW2090f,Nee,,"€ 1,241.87"
9-07-23,Heeze,Noord-Brabant,Scha(a)p(en),1,,,,1,wolf,GW1625m,Ja,,€ 180.03
9-07-23,Wapse,Drenthe,Scha(a)p(en); Geit(en),1,1,,2,3,wolf,GW3151m,Ja,,"€ 1,112.09"
8-07-23,Dwingeloo,Drenthe,Scha(a)p(en),1,,,,1,wolf,onbekend,Nee,,€ 230.03
4-07-23,Doldersum,Drenthe,Scha(a)p(en),7,1,,,7,wolf,GW2397m,Nee,,"€ 1,242.63"
3-07-23,Elsloo,Fryslân,Scha(a)p(en),1,2,1,2,3,wolf,GW2397m; GW3151m,Nee,,€ 905.82
29-06-23,Zeijen,Drenthe,Scha(a)p(en),7,4,,5,12,wolf,GW3152m?,Nee,,"€ 3,110.34"
27-06-23,Elp,Drenthe,Koe(ien),1,,,,1,wolf,GW3011f; GW3250m,Nee,,€ 548.68
24-06-23,Elsloo,Fryslân,Scha(a)p(en),2,2,,,2,wolf,GW3151m,Nee,,€ 965.75
20-06-23,Appelscha,Fryslân,Scha(a)p(en),3,2,,2,5,wolf,GW3152m?,Nee,,"€ 1,728.20"
15-06-23,Eldersloo,Drenthe,Kalf,1,1,,,1,vermoedelijk wolf,onbekend,Nee,,"€ 1,248.68"
15-06-23,Hulshorst,Gelderland,Scha(a)p(en),1,,,,1,vermoedelijk wolf,onbekend,Nee,,€ 199.83
7-06-23,Leende,Noord-Brabant,Scha(a)p(en),2,,,,2,wolf,GW1625m,Nee,,€ 181.83
7-06-23,Hoenderloo,Gelderland,Scha(a)p(en),3,2,,,3,wolf,GW2540f,Ja,,€ 513.66
6-06-23,Uffelte,Drenthe,Schotse Hooglander (kalf),2,,1,,2,vermoedelijk wolf,onbekend,Nee,,€ 484.61
5-06-23,Driebergen-Rijsenburg,Utrecht,Scha(a)p(en),,,,1,1,wolf,GW3237m,Nee,,€ 130.03
4-06-23,Driebergen-Rijsenburg,Utrecht,Scha(a)p(en),2,,,3,5,wolf,GW3237m,Nee,,€ 377.23
3-06-23,Wapserveen,Drenthe,Scha(a)p(en),3,7,3,1,4,wolf,GW3152m,"Ja, maar",Voldeed op verschillende plekken niet aan de eisen,"€ 1,603.43"
31-05-23,Appelscha,Fryslân,Scha(a)p(en),8,3,,10,18,wolf,GW3151m,Nee,,"€ 4,229.49"
30-05-23,Wapserveen,Drenthe,Scha(a)p(en),1,,1,2,3,wolf,GW3152m,Nee,,"€ 1,401.23"
27-05-23,Wapserveen,Drenthe,Pony('s),1,0,0,0,1,wolf,GW2397m,Nee,,€ 498.63
24-05-23,Someren,Noord-Brabant,Kalf,1,,,,1,wolf,onbekend,Nee,,€ 481.42
23-05-23,Boijl,Fryslân,Scha(a)p(en),3,,,2,5,wolf,GW2397m,Nee,,"€ 1,032.76"
22-05-23,Ruinen,Drenthe,Scha(a)p(en),1,,,,1,wolf,GW3151m?,Nee,,€ 250.73
18-05-23,Hooghalen,Drenthe,Pony('s),1,,,,1,wolf,GW3151m,Nee,,€ 588.67
16-05-23,Elp,Drenthe,Kalf,1,0,0,0,1,wolf,onbekend,Nee,,€ 300.00
15-05-23,Ansen,Drenthe,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 130.03
15-05-23,Ruinen,Drenthe,Scha(a)p(en),1,,,,1,vermoedelijk wolf,onbekend,Nee,,€ 196.23
13-05-23,Ruinerwold,Drenthe,Scha(a)p(en),6,0,0,1,7,wolf,GW3152m?,Nee,,"€ 2,463.69"
12-05-23,Someren,Noord-Brabant,Scha(a)p(en),1,,,,1,wolf,GW1625m,Nee,,€ 230.03
12-05-23,Hooghalen,Drenthe,Scha(a)p(en),9,6,,,9,wolf,GW3151m,Nee,,"€ 5,005.44"
8-05-23,Donderen,Drenthe,Scha(a)p(en),5,0,0,0,5,wolf,onbekend,Nee,,€ 687.96
7-05-23,Orvelte,Drenthe,Kalf,0,0,0,1,1,wolf,GW3250m,Nee,,"€ 1,154.76"
