Datum melding,Locatie aanval,Provincie,Prooidier,Dood,Gewond,Vermist,Geeuthanaseerd,Totaal aantal dode slachtoffers,Diersoort,Individu,Voldoet aan adviesnorm,Eventuele gebreken, Bedrag uitbetaling 
29-08-22,Drijber,Drenthe,Pink,1,0,0,0,1,wolf,GW2864m,Nee,,"€ 1,130.32"
28-08-22,Dwingeloo,Drenthe,Scha(a)p(en),2,0,0,1,3,wolf,GW2090f,Nee,,€ 624.69
27-08-22,Wijster,Drenthe,Scha(a)p(en),5,7,0,0,5,wolf,onbekend,Nee,,"€ 1,162.27"
27-08-22,Uddel,Gelderland,Scha(a)p(en),3,0,0,0,3,wolf,GW893m,Nee,,€ 484.12
26-08-22,Elspeet,Gelderland,Scha(a)p(en),7,4,0,1,8,wolf,GW998f; GW893m,Nee,,"€ 1,636.68"
25-08-22,Vriezenveen,Overijssel,Scha(a)p(en),1,0,0,0,1,wolf,GW2902f,Nee,,€ 127.92
25-08-22,Boijl,Fryslân,Scha(a)p(en),6,1,0,9,15,wolf,GW2090f; GW2397m,Nee,,"€ 3,187.63"
24-08-22,Kallenkote,Overijssel,Scha(a)p(en),2,0,0,2,4,wolf,GW2090f,Nee,,"€ 1,082.39"
23-08-22,Wapserveen,Drenthe,Scha(a)p(en),1,0,0,0,1,wolf,GW2090f,Nee,,€ 233.78
22-08-22,Schoonoord,Drenthe,Scha(a)p(en),1,0,0,1,2,wolf,onbekend,Nee,,€ 593.93
22-08-22,Heeze,Noord-Brabant,Scha(a)p(en),0,0,0,2,2,wolf,GW1625m,Ja,,€ 231.02
21-08-22,Dwingeloo,Drenthe,Scha(a)p(en),2,3,0,0,2,wolf,GW2090f,Nee,,€ 549.12
20-08-22,Wapserveen,Drenthe,Scha(a)p(en),4,0,0,0,4,wolf,GW2090f,Nee,,€ 887.90
20-08-22,Wapserveen,Drenthe,Scha(a)p(en),2,0,0,6,8,wolf,GW2397m,Nee,,"€ 1,532.36"
19-08-22,Wittelte,Drenthe,Scha(a)p(en),6,0,0,4,10,wolf,GW2397m,Nee,,"€ 2,516.46"
18-08-22,Vledder,Drenthe,Scha(a)p(en),1,0,0,0,1,wolf,GW2397m,Nee,,€ 227.92
17-08-22,Wittelte,Drenthe,Scha(a)p(en),1,1,0,0,1,wolf,GW2090f; GW2397m,Nee,,€ 390.39
17-08-22,Wapserveen,Drenthe,Koe(ien),0,2,0,0,0,vermoedelijk wolf,onbekend,Nee,,
17-08-22,Westerhaar-Vriezenveensewijk,Overijssel,Scha(a)p(en),2,0,0,0,2,wolf,GW2902f,Nee,,€ 237.53
17-08-22,Dwingeloo,Drenthe,Scha(a)p(en),2,2,0,0,2,wolf,GW2090f; GW2397m,Nee,,€ 481.92
16-08-22,Westerhaar-Vriezenveensewijk,Overijssel,Scha(a)p(en),3,0,0,0,3,wolf,GW2902f,Nee,,€ 211.29
16-08-22,Soerendonk,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 102.92
15-08-22,Kallenkote,Overijssel,Scha(a)p(en),2,0,0,0,2,wolf,GW2090f,Nee,,€ 431.02
15-08-22,Kallenkote,Overijssel,Scha(a)p(en),1,0,0,1,2,wolf,GW2090f,Nee,,€ 578.67
13-08-22,Mantinge,Drenthe,Scha(a)p(en),2,2,0,0,2,wolf,GW2488m,Nee,,€ 231.02
12-08-22,Dwingeloo,Drenthe,Scha(a)p(en),2,1,0,0,2,wolf,GW2397m,Nee,,€ 431.02
10-08-22,Dwingeloo,Drenthe,Scha(a)p(en),4,0,0,0,4,vermoedelijk wolf,onbekend,Nee,,€ 637.22
10-08-22,Dwingeloo,Drenthe,Pony('s),1,0,0,0,1,wolf,GW2090f,Nee,,€ 546.45
8-08-22,Zwolle,Overijssel,Scha(a)p(en),2,0,0,0,2,wolf,GW2541m,Nee,,€ 331.02
8-08-22,Grolloo,Drenthe,Scha(a)p(en),3,6,0,0,3,wolf,onbekend,Nee,,€ 784.12
8-08-22,Rouveen,Overijssel,Scha(a)p(en),2,0,0,0,2,wolf,GW2541m,Nee,,€ 381.02
7-08-22,Dwingeloo,Drenthe,Scha(a)p(en),2,0,0,0,2,wolf,GW2090f,Nee,,€ 437.53
7-08-22,Dwingeloo,Drenthe,Scha(a)p(en),3,0,0,0,3,wolf,GW2397m,Nee,,€ 634.12
6-08-22,Nieuw Balinge,Drenthe,Scha(a)p(en),0,11,0,5,5,wolf,GW2488m,Nee,,€ 981.13
4-08-22,Nijkerk,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,GW2668f,Nee,,€ 345.17
3-08-22,Dwingeloo,Drenthe,Scha(a)p(en),1,4,4,1,2,wolf,GW2090f,Nee,,"€ 1,114.62"
2-08-22,Wijster,Drenthe,Scha(a)p(en),2,5,0,1,3,wolf,GW2488m,Nee,,€ 688.32
2-08-22,Heeze,Noord-Brabant,Scha(a)p(en),2,0,0,1,3,wolf,onbekend,"Ja, maar",Dieren waren uitgebroken,€ 434.12
2-08-22,Wijster,Drenthe,Kalf,0,1,0,0,0,wolf,onbekend,Nee,,€ 250.00
2-08-22,Kuinre,Overijssel,Scha(a)p(en),1,0,0,0,1,wolf,GW2541m,Nee,,€ 277.92
1-08-22,Wenum-Wiesel,Gelderland,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 177.92
1-08-22,Wijster,Drenthe,Scha(a)p(en),0,2,0,2,2,wolf,GW2488m,Nee,,€ 606.95
1-08-22,Kuinre,Overijssel,Scha(a)p(en),1,0,0,0,1,wolf,GW2541m,Nee,,€ 402.92
31-07-22,Maarheeze,Noord-Brabant,Scha(a)p(en),1,2,0,0,1,wolf,GW1625m,"Ja, maar",Dieren waren uitgebroken,€ 231.95
30-07-22,Nijkerk,Gelderland,Scha(a)p(en),3,8,0,0,3,wolf,GW2668f,Nee,,"€ 1,180.35"
26-07-22,Doldersum,Drenthe,Scha(a)p(en),5,0,0,9,14,wolf,GW2090f,Ja,,"€ 2,366.33"
26-07-22,Kuinre,Overijssel,Scha(a)p(en),2,0,0,0,2,wolf,GW2541m,Nee,,€ 431.02
25-07-22,Kuinre,Overijssel,Scha(a)p(en),1,0,0,0,1,wolf,GW2541m,Nee,,€ 227.92
25-07-22,Nieuw Balinge,Drenthe,Scha(a)p(en),1,2,0,0,1,wolf,GW2488m,Nee,,€ 221.00
22-07-22,Soerendonk,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 102.91
16-07-22,Maarheeze,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,"Ja, maar",Dode dier lag buiten het raster,€ 127.92
13-07-22,Doldersum,Drenthe,Scha(a)p(en),2,2,0,5,7,wolf,GW2904m,Nee,,"€ 1,311.37"
13-07-22,Zieuwent,Gelderland,Scha(a)p(en),2,0,0,0,2,wolf,onbekend,Nee,,€ 256.02
13-07-22,Kuinre,Overijssel,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 381.02
11-07-22,Westerhaar-Vriezenveensewijk,Overijssel,Scha(a)p(en),3,0,0,1,4,wolf,GW2902f,Nee,,€ 559.98
11-07-22,Dwingeloo,Drenthe,Scha(a)p(en),2,2,0,1,3,wolf,GW2090f,Nee,,€ 766.37
10-07-22,Dwingeloo,Drenthe,Scha(a)p(en),1,0,0,0,1,wolf,GW2090f,Nee,,€ 233.78
9-07-22,Dwingeloo,Drenthe,Scha(a)p(en),1,0,0,1,2,wolf,onbekend,Nee,,€ 564.12
9-07-22,Elsloo,Fryslân,Kalf,1,0,0,0,1,wolf,"GW2090f, GW2397m",Nee,,€ 229.32
8-07-22,Hellendoorn,Overijssel,Scha(a)p(en),1,0,0,0,1,wolf,GW2864m,Nee,,€ 277.92
7-07-22,Kuinre,Overijssel,Scha(a)p(en),3,2,0,0,3,wolf,GW2541m,Nee,,€ 534.12
6-07-22,Kuinre,Overijssel,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 202.92
5-07-22,Kuinre,Overijssel,Scha(a)p(en),1,0,0,0,1,wolf,GW2541m,Nee,,€ 177.92
4-07-22,Heeze,Noord-Brabant,Scha(a)p(en),1,2,0,2,3,wolf,GW1625m,"Ja, maar",Dieren waren uitgebroken,€ 490.32
3-07-22,Geesbrug,Drenthe,Scha(a)p(en),15,0,0,10,25,wolf,GW2864m,Nee,,"€ 3,227.14"
3-07-22,Kuinre,Overijssel,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 152.92
2-07-22,Nieuw Balinge,Drenthe,Scha(a)p(en),1,6,0,4,5,wolf,GW2488m,Nee,,€ 879.66
1-07-22,Gees,Drenthe,Scha(a)p(en),11,6,0,0,11,wolf,GW2864m,Nee,,"€ 2,324.60"
22-06-22,Odoorn,Drenthe,Scha(a)p(en),7,2,0,1,8,wolf,GW2864m,Nee,,"€ 1,402.38"
20-06-22,Kuinre,Overijssel,Scha(a)p(en),2,0,0,0,2,wolf,GW2541m,Nee,,€ 505.84
19-06-22,Wapserveen,Drenthe,Scha(a)p(en),2,6,0,8,10,wolf,GW2397m,Nee,,"€ 1,926.18"
19-06-22,Grolloo,Drenthe,Scha(a)p(en),8,0,0,3,11,wolf,onbekend,Nee,,"€ 1,764.53"
13-06-22,Oudehorne,Fryslân,Shetland Pony,1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,"€ 1,238.39"
7-06-22,Vledder,Drenthe,Scha(a)p(en),5,1,,7,12,wolf,GW2397m,Nee,,"€ 2,012.02"
31-05-22,Amen,Drenthe,Scha(a)p(en),8,0,0,8,16,wolf,GW2670f,Nee,,"€ 3,895.56"
21-05-22,Nijeberkoop,Fryslân,Scha(a)p(en),10,1,0,0,10,wolf,GW2397m,Nee,,"€ 3,673.91"
17-05-22,Bant,Flevoland,Scha(a)p(en),2,0,6,3,5,wolf,onbekend,Nee,,"€ 1,590.32"
15-05-22,Anderen,Drenthe,Scha(a)p(en),1,1,0,0,1,wolf,GW2670f,Nee,,€ 333.78
11-05-22,Nooitgedacht,Drenthe,Koe(ien),1,0,0,0,1,wolf,GW2670f,Nee,,"€ 3,310.13"
11-05-22,Wilp,Gelderland,Scha(a)p(en),3,0,3,0,3,wolf,onbekend,Nee,,€ 934.12
10-05-22,Heeze,Noord-Brabant,Koe(ien),1,3,0,0,1,vermoedelijk wolf,onbekend,Nee,,"€ 2,664.20"
8-05-22,Makkinga,Fryslân,Scha(a)p(en),5,3,0,1,6,wolf,onbekend,Nee,,"€ 2,745.02"
5-05-22,Ysselsteyn,Limburg,Scha(a)p(en),2,0,0,0,2,vermoedelijk wolf,onbekend,Nee,,€ 431.02
5-05-22,Ysselsteyn,Limburg,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 177.92
29-04-22,Makkinga,Fryslân,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 227.92
29-04-22,Wapenveld,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 277.92
28-04-22,Well,Limburg,Scha(a)p(en),1,0,0,1,2,wolf,GW1625m,Nee,,€ 260.47
25-04-22,Enter,Overijssel,Scha(a)p(en),5,0,0,0,5,wolf,GW2540f,Nee,,"€ 1,840.32"
25-04-22,Vorden,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,GW2540f,Nee,,€ 227.92
24-04-22,Anloo,Drenthe,Scha(a)p(en),5,2,0,7,12,wolf,GW2670f,Nee,,"€ 2,737.96"
23-04-22,Creil,Flevoland,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 277.92
22-04-22,Makkinga,Fryslân,Scha(a)p(en),6,3,0,0,6,wolf,GW2090f,Nee,,"€ 2,303.18"
21-04-22,Bantega,Fryslân,Scha(a)p(en),3,1,8,0,3,wolf,GW2541m,Nee,,"€ 1,734.12"
20-04-22,Overschild,Groningen,Scha(a)p(en),1,0,0,0,1,wolf,GW2670f,Nee,,€ 427.92
20-04-22,Bantega,Fryslân,Scha(a)p(en),1,0,0,0,1,wolf,GW2541m,Nee,,€ 127.92
20-04-22,Anloo,Drenthe,Scha(a)p(en),8,0,0,0,8,wolf,GW2670f,Nee,,"€ 2,449.44"
18-04-22,Bantega,Fryslân,Scha(a)p(en),3,0,0,1,4,wolf,GW2541m,Nee,,€ 894.73
16-04-22,Staphorst,Overijssel,Scha(a)p(en),5,0,0,0,5,wolf,GW2541m,Nee,,"€ 1,040.32"
16-04-22,2e Exloermond,Drenthe,Scha(a)p(en),8,0,0,2,10,wolf,GW2665m,Nee,,"€ 2,488.20"
16-04-22,De Steeg,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 202.92
15-04-22,Hollandscheveld,Drenthe,Scha(a)p(en),3,0,0,0,3,wolf,GW2541m,Nee,,€ 658.12
15-04-22,Balkbrug,Overijssel,Scha(a)p(en),1,0,0,0,1,wolf,GW2541m,Nee,,€ 208.78
14-04-22,Eursinge,Drenthe,Scha(a)p(en),1,0,3,0,1,wolf,GW2665m,Nee,,€ 527.92
13-04-22,Beilen,Drenthe,Scha(a)p(en),2,1,0,3,5,wolf,GW2665m,Nee,,"€ 1,431.42"
12-04-22,Hijken,Drenthe,Scha(a)p(en),7,0,0,0,7,wolf,GW2665m,Nee,,"€ 1,024.64"
12-04-22,Woudenberg,Utrecht,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 277.92
9-04-22,Doldersum,Drenthe,Schotse Hooglander (kalf),2,0,0,1,3,wolf,GW2397m,Nee,,"€ 1,960.49"
9-04-22,Emst,Gelderland,Scha(a)p(en),2,0,0,0,2,wolf,GW2666f,Nee,,€ 480.17
6-04-22,Nijkerk,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,GW2669f,Nee,,€ 276.77
5-04-22,Boijl,Fryslân,Scha(a)p(en),0,0,0,18,18,wolf,GW2665m,Nee,,"€ 4,951.18"
2-04-22,Sellingen,Groningen,Scha(a)p(en),1,1,0,1,2,wolf,GW2603m,Nee,,€ 272.28
31-03-22,Voorthuizen,Gelderland,Scha(a)p(en),4,1,0,0,4,wolf,GW2669f,Nee,,"€ 1,018.12"
29-03-22,Hoge Hexel,Overijssel,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 426.77
29-03-22,Nijeberkoop,Fryslân,Scha(a)p(en),2,2,0,0,2,wolf,"GW2090f, GW2397m",Nee,,€ 404.90
26-03-22,Opsterland,Fryslân,Scha(a)p(en),9,4,0,1,10,wolf,GW2664m,Nee,,"€ 1,259.30"
23-03-22,De Wilp,Groningen,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 424.82
21-03-22,De Wilp,Groningen,Scha(a)p(en),6,0,0,0,6,wolf,onbekend,Nee,,€ 670.17
20-03-22,Doornspijk,Gelderland,Scha(a)p(en),1,2,0,1,2,wolf,GW2668f,Nee,,"€ 4,323.36"
18-03-22,Hoedekenskerke,Zeeland,Scha(a)p(en),0,1,0,1,1,wolf,GW1954m,Nee,,€ 356.16
18-03-22,Rilland,Zeeland,Scha(a)p(en),1,0,0,0,1,wolf,GW1954m,Nee,,€ 126.77
17-03-22,Gorredijk,Fryslân,Scha(a)p(en),9,0,0,7,16,wolf,GW2664m,Nee,,"€ 3,710.51"
16-03-22,Nutter,Overijssel,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 111.77
14-03-22,Makkinga,Fryslân,Scha(a)p(en),3,0,0,8,11,wolf,onbekend,Nee,,"€ 3,065.70"
11-03-22,Ruinerwold,Drenthe,Scha(a)p(en),4,1,1,0,4,wolf,onbekend,Nee,,€ 997.22
7-03-22,Dedemsvaart,Overijssel,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 226.77
6-03-22,Vijlen,Limburg,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 176.77
5-03-22,Ruinen,Drenthe,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 331.02
5-03-22,Elsloo,Fryslân,Scha(a)p(en),1,0,0,0,1,wolf,GW2397m,Nee,,€ 267.92
5-03-22,Elsloo,Fryslân,Scha(a)p(en),1,0,0,1,2,wolf,GW2090f,Nee,,€ 555.94
4-03-22,Ruinen,Drenthe,Scha(a)p(en),6,0,0,1,7,wolf,GW2664m,Nee,,"€ 1,505.19"
1-03-22,Dalfsen,Overijssel,Scha(a)p(en),2,2,0,0,2,wolf,GW2664m,Nee,,€ 670.41
1-03-22,Dieren,Gelderland,Scha(a)p(en),2,0,0,0,2,wolf,GW1924m,Nee,,€ 555.09
1-03-22,Elsloo,Fryslân,Scha(a)p(en),5,0,0,3,8,wolf,GW2397m,Nee,,"€ 2,541.58"
24-02-22,Elsloo,Fryslân,Scha(a)p(en),1,0,1,0,1,wolf,GW2397m,Nee,,€ 296.77
22-02-22,Vijlen,Limburg,Scha(a)p(en),4,0,0,0,4,wolf,onbekend,Nee,,€ 676.97
22-02-22,Wouwse Plantage,Noord-Brabant,Scha(a)p(en),2,0,0,0,2,wolf,onbekend,Nee,,€ 330.17
21-02-22,Elsloo,Fryslân,Scha(a)p(en),1,0,0,0,1,wolf,"GW2090f, GW2397m",Nee,,€ 296.77
21-02-22,Makkinga,Fryslân,Scha(a)p(en),3,0,4,1,4,wolf,"GW2090f, GW2397m",Nee,,"€ 1,385.59"
15-02-22,Vledder,Drenthe,Scha(a)p(en),1,0,0,1,2,wolf,GW2397m,Nee,,€ 668.97
13-02-22,Vledder,Drenthe,Scha(a)p(en),1,0,0,0,1,wolf,GW2397m,Nee,,€ 326.77
12-02-22,Roosendaal,Noord-Brabant,Scha(a)p(en),2,0,0,0,2,wolf,onbekend,Nee,,€ 330.17
9-02-22,Wouwse Plantage,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 266.77
9-02-22,Plasmolen,Limburg,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 266.77
9-02-22,Elsloo,Fryslân,Scha(a)p(en),1,2,0,0,1,wolf,onbekend,Nee,,€ 350.00
9-02-22,Langedijke,Fryslân,Scha(a)p(en),1,1,0,0,1,wolf,"GW2090f, GW2397m",Nee,,€ 338.74
8-02-22,Plasmolen,Limburg,Scha(a)p(en),0,0,0,1,1,wolf,GW1625m,Nee,,€ 101.77
7-02-22,Groesbeek,Gelderland,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 126.77
4-02-22,Wouwse Plantage,Noord-Brabant,Scha(a)p(en),6,0,0,8,14,wolf,GW1954m,Nee,,"€ 2,470.21"
1-02-22,Langedijke,Fryslân,Scha(a)p(en),2,0,0,0,2,wolf,onbekend,Nee,,€ 530.17
1-02-22,Makkinga,Fryslân,Scha(a)p(en),4,0,0,0,4,wolf,GW2090f,Nee,,€ 780.34
31-01-22,Roosendaal,Noord-Brabant,Scha(a)p(en),2,2,0,0,2,wolf,GW1954m,Nee,,€ 300.00
31-01-22,Wouwse Plantage,Noord-Brabant,Scha(a)p(en),1,1,0,1,2,wolf,GW1954m,Nee,,€ 330.17
30-01-22,Wouwse Plantage,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW1954m,Nee,,€ 176.77
30-01-22,Boijl,Fryslân,Scha(a)p(en),3,0,0,1,4,wolf,GW2397m,Nee,,"€ 1,288.55"
30-01-22,Vledderveen,Drenthe,Scha(a)p(en),0,0,0,1,1,wolf,GW2397m,Nee,,€ 242.57
29-01-22,Goirle,Noord-Brabant,Scha(a)p(en),0,0,0,1,1,wolf,GW1954m,Nee,,€ 396.34
28-01-22,Berkel-Enschot,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW1954m,Nee,,€ 266.77
27-01-22,Wouwse Plantage,Noord-Brabant,Scha(a)p(en),4,1,0,1,5,wolf,onbekend,Nee,,€ 786.97
27-01-22,Heukelom,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW1954m,Nee,,€ 476.77
26-01-22,Ysselsteyn,Limburg,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 226.77
26-01-22,Horst,Limburg,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 176.77
24-01-22,Wouwse Plantage,Noord-Brabant,Scha(a)p(en),1,2,0,1,2,wolf,GW1954m,Nee,,€ 330.17
24-01-22,Castenray,Limburg,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 326.77
21-01-22,Wouwse Plantage,Noord-Brabant,Scha(a)p(en),1,0,0,6,7,vermoedelijk wolf,onbekend,Nee,,"€ 1,820.04"
21-01-22,Vledder,Drenthe,Scha(a)p(en),4,4,0,2,6,wolf,GW2397m,Nee,,"€ 1,535.65"
21-01-22,Baarlo,Limburg,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 212.39
19-01-22,Boekel,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Ja,,"€ 1,112.77"
19-01-22,Noordwolde-Zuid,Fryslân,Scha(a)p(en),4,0,0,0,4,vermoedelijk wolf,onbekend,Nee,,"€ 1,411.36"
19-01-22,Boijl,Fryslân,Scha(a)p(en),1,0,0,0,1,wolf,GW2090f,Nee,,€ 351.67
17-01-22,Esbeek,Noord-Brabant,Scha(a)p(en),3,0,0,1,4,wolf,GW2419m,Nee,,€ 902.17
16-01-22,Rilland,Zeeland,Scha(a)p(en),2,1,0,1,3,wolf,GW1954m,Nee,,"€ 1,194.50"
15-01-22,Wouwse Plantage,Noord-Brabant,Scha(a)p(en),5,0,0,0,5,vermoedelijk wolf,onbekend,Nee,,€ 790.37
13-01-22,Nijensleek,Drenthe,Scha(a)p(en),4,,,4,8,vermoedelijk wolf,onbekend,Nee,,"€ 2,730.28"
13-01-22,Putten,Gelderland,Scha(a)p(en),3,4,0,1,4,wolf,GW2398m,Nee,,"€ 1,725.07"
13-01-22,Putten,Gelderland,Scha(a)p(en),9,0,0,0,9,wolf,GW2398m,Nee,,"€ 2,220.57"
12-01-22,Rilland,Zeeland,Scha(a)p(en),5,0,0,0,5,wolf,GW1954m,Nee,,"€ 1,240.37"
11-01-22,Sterksel,Noord-Brabant,Scha(a)p(en),2,4,0,0,2,wolf,GW1625m,Nee,,"€ 1,106.02"
10-01-22,Mierlo,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 236.77
9-01-22,Helenaveen,Noord-Brabant,Geit(en),1,0,0,1,2,wolf,GW2402m,Nee,,€ 236.77
8-01-22,Wouwse Plantage,Noord-Brabant,Scha(a)p(en),7,4,0,0,7,wolf,GW1954m,Nee,,€ 922.17
7-01-22,Vledder,Drenthe,Scha(a)p(en),3,0,0,2,5,wolf,onbekend,Nee,,"€ 1,904.97"
7-01-22,Someren,Noord-Brabant,Scha(a)p(en),0,0,0,2,2,wolf,GW2402m,Nee,,€ 457.13
7-01-22,Someren,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW2402m,Nee,,€ 146.77
7-01-22,Ossendrecht,Noord-Brabant,Scha(a)p(en),1,9,0,0,1,wolf,GW1954m,Nee,,"€ 1,079.57"
7-01-22,Wapse,Drenthe,Scha(a)p(en),4,1,0,1,5,wolf,GW2397m,"Ja, maar",Raster was naar buiten gebogen.,€ 646.26
7-01-22,Huijbergen,Noord-Brabant,Scha(a)p(en),1,1,0,1,2,vermoedelijk wolf,onbekend,Nee,,€ 552.67
6-01-22,Huijbergen,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 86.77
6-01-22,Someren,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW2402m,Nee,,€ 266.77
6-01-22,Chaam,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW2419m,Nee,,€ 206.77
5-01-22,Epen,Limburg,Scha(a)p(en),2,0,0,0,2,vermoedelijk wolf,onbekend,Nee,,€ 270.17
4-01-22,Nederweert,Limburg,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 206.77
3-01-22,Doldersum,Drenthe,Scha(a)p(en),1,0,0,2,3,wolf,GW2397m,Nee,,€ 974.47
3-01-22,Valkenswaard,Noord-Brabant,Scha(a)p(en),1,0,0,1,2,wolf,GW2402m,Nee,,€ 206.77
3-01-22,Vledder,Drenthe,Scha(a)p(en),1,0,0,1,2,wolf,GW2397m,Nee,,€ 790.71
2-01-22,Doldersum,Drenthe,Scha(a)p(en),1,4,0,1,2,wolf,GW2090f,Nee,,€ 467.02
31-12-21,Wapse,Drenthe,Scha(a)p(en),2,0,0,1,3,wolf,onbekend,Nee,,"€ 1,186.83"
31-12-21,Lierop,Noord-Brabant,Scha(a)p(en),2,4,0,1,3,wolf,onbekend,Nee,,"€ 1,349.40"
30-12-21,Wouwse Plantage,Noord-Brabant,Scha(a)p(en),4,0,0,3,7,wolf,onbekend,Nee,,"€ 1,161.38"
30-12-21,Lierop,Noord-Brabant,Scha(a)p(en),2,0,0,0,2,wolf,GW1625m,Nee,,€ 510.17
29-12-21,Wouwse Plantage,Noord-Brabant,Scha(a)p(en),2,0,0,1,3,wolf,GW2402m,Nee,,€ 528.67
27-12-21,Mariahout,Noord-Brabant,Scha(a)p(en),1,0,0,2,3,wolf,GW1625m,Nee,,€ 722.76
27-12-21,Wouwse Plantage,Noord-Brabant,Scha(a)p(en),2,0,0,0,2,wolf,GW2402m,Nee,,€ 330.17
27-12-21,Nederweert,Limburg,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 276.77
26-12-21,Wapserveen,Drenthe,Scha(a)p(en),1,0,0,3,4,wolf,GW2397m,Nee,,"€ 1,609.17"
26-12-21,Wouwse Plantage,Noord-Brabant,Scha(a)p(en),5,0,0,0,5,vermoedelijk wolf,onbekend,Nee,,€ 790.37
25-12-21,Lierop,Noord-Brabant,Scha(a)p(en),2,0,0,2,4,wolf,GW1625m,Nee,,€ 389.19
24-12-21,Beekbergen,Gelderland,Scha(a)p(en),2,0,0,0,2,wolf,onbekend,Nee,,€ 200.00
23-12-21,Lierop,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 266.77
22-12-21,Steenbergen,Noord-Brabant,Scha(a)p(en),2,0,0,0,2,wolf,onbekend,Nee,,€ 480.17
22-12-21,Hattem,Gelderland,Scha(a)p(en),1,0,0,0,1,vermoedelijk wolf,onbekend,Nee,,€ 206.77
20-12-21,Ouwerkerk,Zeeland,Scha(a)p(en),6,1,0,0,6,wolf,GW1954m,Nee,,€ 930.17
20-12-21,Heeze,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 126.77
19-12-21,Ossendrecht,Noord-Brabant,Scha(a)p(en),4,3,0,0,4,wolf,onbekend,Nee,,"€ 1,530.36"
19-12-21,Bruinisse,Zeeland,Scha(a)p(en),1,0,0,2,3,wolf,GW1954m,Nee,,€ 853.27
18-12-21,Bakel,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,onbekend,Nee,,€ 266.77
18-12-21,Roosendaal,Noord-Brabant,Scha(a)p(en),5,0,0,0,5,wolf,onbekend,Nee,,€ 790.57
18-12-21,Steenbergen,Noord-Brabant,Scha(a)p(en),3,2,0,0,3,wolf,GW1954m,Nee,,"€ 1,069.41"
18-12-21,Aarle-Rixtel,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW2419m,Nee,,€ 451.77
18-12-21,Lierop,Noord-Brabant,Scha(a)p(en),1,0,0,0,1,wolf,GW1625m,Nee,,€ 266.77
