Datum waarneming;Leefgebied of gemeente;Provincie;Type waarneming;Classificering,
12-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-10-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
11-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-10-21;Heerenveen;Fryslân;Wolf gezien;C1,
10-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-10-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
09-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-10-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
08-10-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
05-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-10-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
04-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-10-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-10-21;Barneveld;Gelderland;Overig;C1,
30-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-09-21;Rheden;Gelderland;Wolf gezien;C1,
29-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-09-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
28-09-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
27-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-09-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
25-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-09-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
23-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-09-21;Zuidwest-Veluwe;Gelderland;Wolvenkeutel;C1,
20-09-21;De Groote Heide;Noord-Brabant;Wolvenkeutel;C2,
19-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
19-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-09-21;De Groote Heide;Noord-Brabant;Wolf gezien;C1,
18-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-09-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
17-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-09-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
16-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-09-21;Zuidwest-Veluwe;Gelderland;Wolvenkeutel;C1,
14-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
14-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-09-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
10-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-09-21;Zuidwest-Veluwe;Gelderland;Wolvenkeutel;C1,
07-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
07-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-09-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
05-09-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
05-09-21;Westerveld;Drenthe;Wolf gezien;C1,
04-09-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
04-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-09-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
31-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
31-08-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
31-08-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
30-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
26-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
25-08-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
25-08-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
24-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-08-21;De Groote Heide;Noord-Brabant;Wolvenkeutel;C2,
23-08-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
21-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-08-21;Zuidwest-Veluwe;Gelderland;Wolvenkeutel;C1,
19-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-08-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
18-08-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
18-08-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
18-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-08-21;De Groote Heide;Noord-Brabant;Wolvenkeutel;C2,
13-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
12-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-08-21;De Groote Heide;Limburg;Wolf gezien;C1,
11-08-21;De Groote Heide;Limburg;Wolf gezien;C1,
11-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-08-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
09-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-08-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
06-08-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
06-08-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
06-08-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
06-08-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
06-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
06-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-08-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
04-08-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
04-08-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
03-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-08-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
31-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
31-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
31-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
28-07-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
27-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-07-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
24-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
24-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-07-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
23-07-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
23-07-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
23-07-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
23-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
23-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
22-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
21-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
17-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
16-07-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
12-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-07-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
11-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-07-21;Zuidwest-Veluwe;Gelderland;Wolvenkeutel;C1,
10-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
10-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
08-07-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
05-07-21;De Groote Heide;Noord-Brabant;Wolf gezien;C1,
05-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-07-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
04-07-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
04-07-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
04-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
04-07-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
03-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-07-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
02-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
02-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-07-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
01-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
01-07-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
30-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
29-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
27-06-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
27-06-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
27-06-21;Zuidwest-Veluwe;Gelderland;Wolvenkeutel;C1,
25-06-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
23-06-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
23-06-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
23-06-21;Westerveld;Drenthe;Wolvenkeutel;C1,
22-06-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
22-06-21;Westerveld;Drenthe;Wolf gezien;C1,
21-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
20-06-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
20-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
18-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
15-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
13-06-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C1,
11-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
11-06-21;Zuidwest-Veluwe;Gelderland;Wolvenkeutel;C1,
10-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
09-06-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
08-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
05-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
03-06-21;Noord- en Midden-Veluwe;Gelderland;Wolvenkeutel;C2,
02-06-21;Noord- en Midden-Veluwe;Gelderland;Wolf gezien;C1,
