Datum waarneming,Leefgebied of gemeente,Provincie,Type waarneming,Classificering,latitude,longitude
19-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-02-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
19-02-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
19-02-23,Westerveld,Drenthe,Wolfspoor en/of pootafdruk,C2,52.828469850000005,6.311221629926694
19-02-23,Westerveld,Drenthe,Wolfspoor en/of pootafdruk,C2,52.828469850000005,6.311221629926694
19-02-23,Westerveld,Drenthe,Wolfspoor en/of pootafdruk,C2,52.828469850000005,6.311221629926694
19-02-23,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
18-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-02-23,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
18-02-23,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
17-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
17-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
17-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
17-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
17-02-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
17-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
16-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
16-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
16-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
16-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
16-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
16-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
16-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
16-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-02-23,Arnhem,Gelderland,Wolf gezien,C1,51.984257,5.9108573
16-02-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
16-02-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
16-02-23,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
16-02-23,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
15-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
15-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
15-02-23,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
15-02-23,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
15-02-23,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
15-02-23,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
14-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
14-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
14-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
14-02-23,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
14-02-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
14-02-23,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
13-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
12-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
12-02-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
12-02-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
12-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
12-02-23,Midden-Drenthe,Drenthe,Wolvenkeutel,C1,52.87061935,6.568055858657804
11-02-23,Arnhem,Gelderland,Wolf gezien,C1,51.984257,5.9108573
11-02-23,Heerde,Gelderland,Wolvenkeutel,C1,52.4056303,6.0413984003658525
11-02-23,Heerde,Gelderland,Wolvenkeutel,C1,52.4056303,6.0413984003658525
11-02-23,Rozendaal,Gelderland,Wolvenkeutel,C1,52.0394752,5.963024982504363
11-02-23,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
10-02-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
10-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
10-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
10-02-23,Ermelo,Gelderland,Wolvenkeutel,C2,52.2858356,5.654938589920705
9-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
9-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
9-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
9-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
9-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
9-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
9-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
9-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
9-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
9-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
9-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
9-02-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
9-02-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
9-02-23,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
8-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
8-02-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
7-02-23,Heerde,Gelderland,Wolvenkeutel,C2,52.4056303,6.0413984003658525
6-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
6-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
6-02-23,Arnhem,Gelderland,Wolf gezien,C1,51.984257,5.9108573
6-02-23,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
5-02-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
5-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
5-02-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
5-02-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
5-02-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
5-02-23,Heerde,Gelderland,Wolvenkeutel,C1,52.4056303,6.0413984003658525
5-02-23,Gilze en Rijen,Noord-Brabant,Wolf gezien,C1,51.56323905,4.913039391005126
5-02-23,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
4-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
4-02-23,Ede,Gelderland,Wolvenkeutel,C2,52.07168255,5.745510631034939
4-02-23,Ede,Gelderland,Wolvenkeutel,C2,52.07168255,5.745510631034939
4-02-23,Ede,Gelderland,Wolvenkeutel,C2,52.07168255,5.745510631034939
4-02-23,Ede,Gelderland,Wolvenkeutel,C2,52.07168255,5.745510631034939
4-02-23,Rheden,Gelderland,Wolvenkeutel,C2,52.03136695,6.060504296329905
3-02-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
3-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
3-02-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
3-02-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
3-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
3-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
3-02-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
3-02-23,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
2-02-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
2-02-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
2-02-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
2-02-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
2-02-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
1-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-02-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
1-02-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
30-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
30-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
30-01-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
30-01-23,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
29-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
29-01-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
29-01-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
29-01-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
29-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
29-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
29-01-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
29-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
29-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
29-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
29-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
29-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
28-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-01-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
27-01-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
27-01-23,Veluwe,Gelderland,Kadaver van een wild dier,C1,52.2181217,5.817093715564447
27-01-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
27-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
27-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
27-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
27-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
27-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
27-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
27-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
27-01-23,Zeist,Utrecht,Wolf gezien,C1,52.0892832,5.2276307
27-01-23,Midden-Drenthe,Drenthe,Wolvenkeutel,C1,52.87061935,6.568055858657804
26-01-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
26-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
25-01-23,Weststellingwerf,Fryslân,Wolf gezien,C1,52.87191835,6.008674359652279
25-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
25-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
25-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
25-01-23,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
25-01-23,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
25-01-23,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
24-01-23,Arnhem,Gelderland,Wolvenkeutel,C2,51.984257,5.9108573
24-01-23,Arnhem,Gelderland,Wolf gezien,C1,51.984257,5.9108573
23-01-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
23-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
23-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
23-01-23,Arnhem,Gelderland,Wolf gezien,C1,51.984257,5.9108573
23-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
23-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
23-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
23-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
23-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
23-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
23-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
23-01-23,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
23-01-23,Westerveld,Drenthe,Wolf gezien,C1,52.828469850000005,6.311221629926694
23-01-23,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
22-01-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
22-01-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
22-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
22-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
22-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
22-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
22-01-23,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
21-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
21-01-23,Arnhem,Gelderland,Wolvenkeutel,C2,51.984257,5.9108573
21-01-23,Ede,Gelderland,Wolf gezien,C1,52.07168255,5.745510631034939
21-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
20-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
20-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
20-01-23,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
20-01-23,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
19-01-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
19-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
19-01-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
19-01-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
19-01-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
19-01-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
19-01-23,Rheden,Gelderland,Wolf gezien,C1,52.03136695,6.060504296329905
19-01-23,Rheden,Gelderland,Wolf gezien,C1,52.03136695,6.060504296329905
19-01-23,Bronckhorst,Gelderland,Wolf gezien,C1,52.0529087,6.269274681349422
18-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
18-01-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
18-01-23,Arnhem,Gelderland,Wolf gezien,C1,51.984257,5.9108573
18-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
18-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
18-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
18-01-23,Aa en Hunze,Drenthe,Wolfspoor en/of pootafdruk,C2,52.9814393,6.729452061777957
18-01-23,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
17-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
17-01-23,Ooststellingwerf,Fryslân,Wolf gezien,C1,52.99085895,6.304963752820772
17-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
17-01-23,Midden-Drenthe,Drenthe,Wolvenkeutel,C2,52.87061935,6.568055858657804
16-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
16-01-23,Midden-Drenthe,Drenthe,Overig,C1,52.87061935,6.568055858657804
16-01-23,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
16-01-23,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
15-01-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
15-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
15-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
15-01-23,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
14-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
13-01-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
13-01-23,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
13-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
13-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
12-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
12-01-23,Beekdaelen,Limburg,Wolf gezien,C1,50.93449595,5.88869051100548
11-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
11-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
11-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
11-01-23,Beekdaelen,Limburg,Wolf gezien,C1,50.93449595,5.88869051100548
11-01-23,West Betuwe,Gelderland,Overig,C1,51.8697052,5.1941371524390245
10-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
10-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
9-01-23,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
9-01-23,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
7-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
7-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
7-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
6-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
6-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
6-01-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
6-01-23,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
5-01-23,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
5-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
5-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
5-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
5-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
5-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
5-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
5-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
5-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
5-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
4-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
3-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
3-01-23,Arnhem,Gelderland,Wolf gezien,C1,51.984257,5.9108573
3-01-23,Ede,Gelderland,Wolf gezien,C1,52.07168255,5.745510631034939
2-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
2-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
1-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-01-23,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
1-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
1-01-23,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
1-01-23,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
1-01-23,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
31-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
31-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
31-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
31-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
31-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
31-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
31-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
31-12-22,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
31-12-22,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
31-12-22,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
31-12-22,Aa en Hunze,Drenthe,Wolf gezien,C1,52.9814393,6.729452061777957
31-12-22,Aa en Hunze,Drenthe,Wolf gezien,C1,52.9814393,6.729452061777957
31-12-22,Midden-Drenthe,Drenthe,Wolf gezien,C1,52.87061935,6.568055858657804
30-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
29-12-22,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
29-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
28-12-22,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
28-12-22,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
28-12-22,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
28-12-22,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
28-12-22,Westerveld,Drenthe,Wolvenkeutel,C2,52.828469850000005,6.311221629926694
27-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
27-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
27-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
27-12-22,Veluwe,Gelderland,Wolvenkeutel,C1,52.2181217,5.817093715564447
27-12-22,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
27-12-22,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
27-12-22,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
27-12-22,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
27-12-22,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
27-12-22,Veluwe,Gelderland,Wolvenkeutel,C2,52.2181217,5.817093715564447
27-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
27-12-22,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
27-12-22,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
27-12-22,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
27-12-22,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
27-12-22,Heerde,Gelderland,Wolf gezien,C1,52.4056303,6.0413984003658525
26-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
26-12-22,Veluwe,Gelderland,Wolf gezien,C1,52.2181217,5.817093715564447
